"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"PDAA",21620,"R",1,2011,11,6,2014,11,6,"E","RWO","FDP","A",10,12,2013,22,20,0,"AURO","SALIENT",765,106,31.16,38.06,6.9,1.22,45.84,35.3,24,"K",341,"HOPP",286000,0.0,11,119.5
"DGOA",454558,"R",2,2011,11,10,2014,11,10,"E","FRD","QDP","A",4,12,2013,15,0,0,"AURO","SALIENT",755,94,36.01,44.93,8.92,1.25,44.64,25.2,24,"K",341,"HOPP",286000,0.0,75,127.1
"WJQA",63714,"L",3,2011,6,2,2014,6,2,"E","VOS","FUP","D",2,12,2013,17,22,0,"ROGN","SALIENT",914,90,37.94,43.04,5.1,1.13,24.54,20.1,20,"J",311,"GOND",286000,0.0,60,123.2
"GHHA",223200,"L",2,2011,12,27,2014,12,27,"E","FQP","DWP","A",11,12,2013,10,21,0,"AURO","SALIENT",715,19,37.01,44.63,7.62,1.21,49.51,21.1,21,"J",311,"GOND",286000,0.0,11,123.9
"JFFA",6843,"L",4,2011,6,3,2014,6,3,"E","NFO","ZWP","A",5,12,2013,5,59,0,"AURO","SALIENT",916,52,34.35,43.68,9.33,1.27,35.87,21.7,21,"J",311,"GOND",286000,0.0,11,122.0
"NFOA",627446,"L",4,2010,1,3,2014,7,23,"E","NFO","DWP","A",10,12,2013,23,3,0,"AURO","SALIENT",1437,108,31.69,38.75,7.06,1.22,42.7,23.1,22,"J",311,"GOND",286000,0.0,65,121.9
"QGBA",299345,"L",4,2011,4,1,2014,4,1,"E","VOF","FNP","A",2,12,2013,23,15,0,"AURO","SALIENT",976,54,32.92,41.11,8.19,1.25,26.4,20.5,21,"J",311,"GOND",286000,0.0,11,124.2
"FROA",7808,"L",1,2012,5,15,2014,12,29,"E","VSF","FGP","A",13,12,2013,6,18,51,"JOPP","PRT",577,74,22.02,27.61,5.59,1.25,22.77,20.6,21,"J",311,"GOND",286000,0.0,11,100.7
"GHHA",8237,"L",2,2011,8,11,2014,8,11,"E","FQP","EWP","A",8,12,2013,2,10,0,"AURO","SALIENT",850,40,38.81,44.99,6.18,1.16,31.59,22.0,23,"J",301,"GOND",286000,0.0,11,127.3
"FHIA",76092,"L",3,2011,7,8,2014,7,8,"E","KRK","ZWP","A",13,12,2013,19,26,0,"ROGN","SALIENT",889,105,38.83,42.45,3.62,1.09,33.9,22.8,21,"J",311,"GOND",286000,0.0,60,120.7
"FHIA",76178,"L",2,2009,8,1,2014,1,28,"E","KRK","ZWP","A",9,12,2013,11,52,0,"ROGN","SALIENT",1591,54,32.24,36.65,4.41,1.14,24.41,31.2,22,"J",311,"GOND",286000,0.0,64,118.8
"FHIA",76121,"R",1,2012,6,19,2014,2,3,"E","KRK","ZWP","A",13,12,2013,19,26,0,"ROGN","SALIENT",542,99,33.39,71.76,38.37,2.15,34.32,22.3,22,"J",311,"GOND",286000,1232.36,11,121.5
"FHIA",76080,"R",3,2009,8,18,2014,10,9,"E","KRK","ZWP","A",9,12,2013,11,52,0,"ROGN","SALIENT",1574,65,32.66,37.09,4.43,1.14,24.75,30.6,21,"J",311,"GOND",286000,8576.6,60,119.7
"FHIA",76196,"R",1,2011,2,12,2014,2,12,"E","KRK","ZWP","A",13,12,2013,19,26,0,"ROGN","SALIENT",1035,86,35.22,58.22,23.0,1.65,34.93,22.3,22,"J",311,"GOND",286000,329.89,65,120.4
"IXUA",293694,"R",4,2010,9,2,2014,2,18,"E","WKK","QDP","A",3,12,2013,17,47,0,"AURO","SALIENT",1188,111,34.76,34.76,0.0,1.0,42.74,22.3,22,"J",311,"GOND",286000,0.0,11,121.6
"EQEA",4685,"R",4,2011,12,19,2014,1,18,"E","VSW","QDP","A",10,12,2013,12,36,0,"ROGN","SALIENT",722,71,38.69,62.86,24.17,1.62,23.43,21.2,20,"J",311,"GOND",286000,764.44,65,121.0
"JUGA",5441,"R",3,2011,2,10,2014,2,10,"E","NFF","UZP","A",3,12,2013,15,46,0,"AURO","SALIENT",1027,135,45.21,70.75,25.54,1.56,42.95,20.8,20,"J",311,"GOND",286000,3391.25,65,110.7
"JUGA",5466,"L",2,2010,12,21,2013,12,21,"E","NFF","UZP","A",10,12,2013,14,33,0,"AURO","SALIENT",1085,74,38.11,78.93,40.82,2.07,20.57,26.8,20,"J",311,"GOND",286000,6141.76,65,124.9
"DHSA",8222,"L",1,2011,2,24,2014,2,24,"E","RNR","QDP","A",12,12,2013,18,2,0,"ROGN","SALIENT",1022,78,33.04,56.68,23.64,1.72,35.86,19.6,20,"J",311,"GOND",286000,1015.37,65,123.0
"GHHA",93592,"R",4,2010,1,5,2014,7,3,"E","VXG","VFP","A",12,12,2013,19,7,45,"JOPP","PRT",1437,25,39.36,47.0,7.64,1.19,22.99,24.0,20,"J",311,"GOND",286000,0.0,11,126.2
"PDAA",21731,"R",3,2011,3,17,2014,3,17,"E","FEF","FUP","A",7,12,2013,13,15,0,"AURO","SALIENT",996,16,36.7,43.27,6.57,1.18,59.85,33.1,24,"K",341,"HOPP",286000,0.0,11,119.6
"JJSA",4044,"L",3,2011,6,24,2014,6,24,"X","GKW","HGB","A",3,12,2013,9,4,46,"GAGE","PRT",893,61,33.87,88.87,55.0,2.62,51.32,25.3,20,"J",311,"GOND",286000,3725.09,65,113.8
"EQ",868763,"R",1,2011,1,30,2014,1,30,"E","UEH","VAP","A",7,12,2013,23,25,0,"PEST","SALIENT",1042,73,31.1,37.94,6.84,1.22,34.4,28.8,21,"J",311,"GOND",286000,575.82,11,115.0
"EQVI",904025,"R",3,2011,9,1,2014,11,28,"E","UEH","VAP","A",7,12,2013,23,25,0,"PEST","SALIENT",828,52,35.44,42.0,6.56,1.19,34.21,27.6,20,"J",311,"GOND",286000,0.0,11,123.3
"PDUA",22851,"L",3,2011,8,24,2014,8,24,"E","RWO","FDP","A",11,12,2013,15,51,0,"AURO","SALIENT",840,28,35.03,52.91,17.88,1.51,51.48,26.3,21,"J",311,"GOND",286000,4224.4,61,125.0
"EQVI",905543,"L",3,2011,10,26,2014,10,27,"E","FHE","QDP","A",3,12,2013,14,18,0,"AURO","SALIENT",769,51,34.84,41.63,6.79,1.19,45.96,20.9,20,"J",311,"GOND",286000,0.0,60,125.8
"EQVI",992553,"R",4,2012,5,23,2014,1,21,"E","SKK","EWP","A",3,12,2013,15,13,0,"AURO","SALIENT",559,70,37.56,78.31,40.75,2.08,39.15,20.9,20,"J",311,"GOND",286000,5653.0,61,126.4
"NSOA",4329,"R",2,2011,1,6,2014,1,6,"E","OUW","ZWP","A",7,12,2013,11,2,0,"AURO","SALIENT",1066,72,33.66,51.2,17.54,1.52,26.34,25.9,25,"K",341,"HOPP",286000,1782.17,11,118.3
"EQVI",991043,"L",4,2011,7,12,2014,2,10,"E","EHQ","DEP","A",11,12,2013,10,22,0,"BMRK","SALIENT",883,13,26.43,43.86,17.43,1.66,21.93,22.8,21,"J",311,"GOND",286000,0.0,11,101.9
"GDSA",778,"L",3,2012,1,31,2014,10,2,"E","DOP","QDP","A",11,12,2013,17,5,54,"JOPP","PRT",680,105,33.31,52.27,18.96,1.57,30.95,22.1,21,"J",311,"GOND",286000,29.78,75,114.9
"NFOA",34443,"R",1,2011,6,5,2014,6,5,"E","NFK","ZWP","A",4,12,2013,6,42,0,"AURO","SALIENT",913,84,36.09,40.18,4.09,1.11,41.6,20.3,20,"J",311,"GOND",286000,0.0,11,124.7
"EEJA",74320,"R",4,2012,8,22,2014,5,15,"E","NFK","ZWP","A",4,12,2013,6,42,0,"AURO","SALIENT",469,71,36.41,41.24,4.83,1.13,41.52,20.3,21,"J",311,"GOND",286000,0.0,11,125.2
"NFOA",828328,"L",3,2012,3,3,2014,7,9,"E","NFK","ZWP","A",4,12,2013,6,42,0,"AURO","SALIENT",641,116,34.71,39.86,5.15,1.15,42.07,21.4,22,"J",311,"GOND",286000,0.0,11,120.3
"EQVI",992768,"L",2,2012,1,17,2014,7,21,"E","FUG","ZWP","A",3,12,2013,19,45,0,"ROGN","SALIENT",686,13,31.11,33.77,2.66,1.09,22.18,21.1,21,"J",311,"GOND",286000,0.0,65,117.6
"EQVI",904218,"L",2,2011,8,29,2014,8,30,"E","UEH","VFP","A",4,12,2013,6,10,0,"VELO","PRT",828,121,34.08,41.7,7.62,1.22,33.15,21.5,20,"J",311,"GOND",286000,0.0,65,111.5
"PLOA",8308,"R",3,2011,1,14,2014,1,14,"E","SHN","QDP","A",10,12,2013,0,28,0,"AURO","SALIENT",1061,120,35.31,42.95,7.64,1.22,52.01,26.3,24,"K",341,"HOPP",286000,0.0,11,120.2
"KHTA",9388,"L",4,2010,12,18,2013,12,18,"E","VXG","VFP","A",10,12,2013,3,41,50,"JOPP","PRT",1088,92,24.04,64.08,40.04,2.67,26.69,24.3,21,"J",311,"GOND",286000,6724.91,65,99.7
"WJQA",65465,"L",1,2009,9,9,2014,6,6,"E","GRO","UZP","C",9,12,2013,4,16,0,"ROGN","SALIENT",1552,58,38.88,43.45,4.57,1.12,22.79,20.1,20,"J",311,"GOND",286000,0.0,60,123.1
"NFOA",21364,"L",1,2011,5,2,2014,5,2,"E","VDL","DWP","A",11,12,2013,2,35,0,"AURO","SALIENT",954,84,40.83,44.29,3.46,1.08,39.25,23.6,21,"J",311,"GOND",286000,0.0,60,123.9
"NFOA",21364,"R",2,2011,5,2,2014,5,2,"E","VDL","DWP","A",11,12,2013,2,35,0,"AURO","SALIENT",954,84,33.43,39.16,5.73,1.17,39.25,23.6,21,"J",311,"GOND",286000,0.0,11,123.9
"FROA",7985,"R",3,2011,12,5,2014,11,4,"E","VSF","EWP","A",5,12,2013,2,45,1,"JOPP","PRT",731,103,32.13,40.45,8.32,1.26,30.02,22.3,21,"J",311,"GOND",286000,11776.41,65,118.2
"GHHA",93484,"L",2,2010,3,31,2014,6,3,"E","VXG","VFP","A",4,12,2013,22,45,26,"JOPP","PRT",1344,80,41.33,46.45,5.12,1.12,25.17,22.4,20,"J",311,"GOND",286000,0.0,11,128.9
"EQVI",984665,"R",4,2011,6,29,2014,4,11,"E","VOZ","EWP","A",10,12,2013,20,27,0,"AURO","SALIENT",895,12,39.06,90.38,51.32,2.31,49.97,25.7,24,"K",341,"HOPP",286000,1668.86,65,121.3
"JDWA",7014,"L",4,2010,12,26,2013,12,26,"U","JDW","HSS","T",4,12,2013,7,43,0,"AMAZ","PRT",1074,82,35.09,106.54,71.45,3.04,31.07,33.7,32,"T",108,"TANK",263000,5643.2,65,98.2
"NSOA",9410,"L",3,2010,11,18,2014,2,14,"E","OUW","EWP","A",5,12,2013,10,34,0,"AURO","SALIENT",1113,67,36.45,46.09,9.64,1.26,31.34,25.3,24,"K",341,"HOPP",286000,0.0,11,120.3
"EQVI",730263,"R",3,2011,12,17,2014,12,17,"H","EZZ","JDO","A",5,12,2013,10,8,0,"DEAN","SALIENT",719,52,34.84,65.55,30.71,1.88,36.08,28.7,29,"C",112,"HOPP",263000,881.05,11,107.3
"EQVI",903998,"R",1,2011,5,20,2014,8,18,"E","UEH","VFP","A",5,12,2013,2,34,0,"VELO","PRT",930,50,35.85,38.66,2.81,1.08,37.52,25.0,21,"J",311,"GOND",286000,0.0,60,125.3
"EQVI",985887,"R",4,2010,6,16,2014,8,25,"E","SHG","HWP","A",11,12,2013,23,17,0,"AURO","SALIENT",1274,14,41.15,48.22,7.07,1.17,52.38,29.8,24,"K",341,"HOPP",286000,0.0,11,121.7
"EQVI",986311,"R",4,2013,1,13,2014,3,7,"E","FHF","GNP","A",9,12,2013,4,49,0,"VELO","PRT",330,116,35.11,40.25,5.14,1.15,35.04,34.7,24,"K",341,"HOPP",286000,0.0,11,128.4
"EQVI",905399,"R",4,2011,6,4,2014,6,4,"E","FRE","GNP","A",9,12,2013,5,33,46,"JOPP","PRT",919,35,28.31,31.98,3.67,1.13,25.59,19.8,20,"J",311,"GOND",286000,0.0,60,97.6
"EQVI",992531,"L",4,2012,9,26,2014,11,3,"E","FRE","GNP","A",9,12,2013,5,33,46,"JOPP","PRT",439,93,28.62,31.14,2.52,1.09,26.7,26.2,20,"J",311,"GOND",286000,1042.65,11,103.7
"JEUA",8396,"R",4,2011,1,20,2014,1,20,"E","UHQ","VFP","A",5,12,2013,2,34,47,"JOPP","PRT",1050,98,35.17,39.31,4.14,1.12,28.21,26.4,24,"K",341,"HOPP",286000,0.0,11,110.6
"ZHSA",7567,"R",4,2011,12,10,2014,12,10,"E","VXZ","VFP","A",5,12,2013,5,22,0,"BMRK","SALIENT",726,73,36.73,43.54,6.81,1.19,32.42,21.7,20,"J",311,"GOND",286000,0.0,60,125.5
"EQVI",764146,"L",2,2011,2,21,2014,2,21,"X","DUN","JOH","A",10,12,2013,20,47,0,"BMRK","SALIENT",1023,31,36.88,43.78,6.9,1.19,23.84,32.3,30,"C",113,"HOPP",263000,0.0,25,88.3
"PLOA",8444,"L",3,2011,8,28,2014,8,28,"E","SHN","QDP","A",5,12,2013,12,58,0,"AURO","SALIENT",830,51,37.33,47.38,10.05,1.27,34.48,24.6,24,"K",341,"HOPP",286000,0.0,60,127.3
"WONA",45450,"L",4,2011,12,17,2014,12,17,"E","POW","QDP","A",5,12,2013,14,8,0,"ROGN","SALIENT",719,15,33.93,38.4,4.47,1.13,21.54,21.2,21,"J",311,"GOND",286000,0.0,65,123.0
"EQVI",991717,"L",1,2011,10,8,2014,6,19,"E","UEH","VFP","A",6,12,2013,7,41,0,"VELO","PRT",790,102,26.93,31.05,4.12,1.15,33.28,23.4,21,"J",311,"GOND",286000,0.0,11,91.2
"SQMA",83215,"R",4,2010,12,10,2014,1,6,"E","VOF","ENP","A",6,12,2013,0,16,0,"AMAZ","PRT",1092,24,39.54,45.11,5.57,1.14,43.47,22.1,20,"J",311,"GOND",286000,0.0,11,125.4
"GHHA",7092,"L",2,2010,7,26,2014,12,22,"E","VXG","GNP","A",7,12,2013,19,32,4,"JOPP","PRT",1230,54,36.65,44.61,7.96,1.22,24.48,25.0,23,"J",301,"GOND",286000,0.0,11,122.0
"EQVI",992517,"R",2,2012,1,31,2014,2,21,"E","VSW","QDP","A",6,12,2013,9,15,0,"ROGN","SALIENT",675,35,37.26,73.0,35.74,1.96,21.75,21.3,20,"J",311,"GOND",286000,2449.25,61,121.0
"EQVI",573698,"R",1,2013,1,17,2014,9,28,"S","FKF","WDF","A",10,12,2013,9,28,0,"PEST","SALIENT",327,23,12.93,14.63,1.7,1.13,31.15,108.2,108,"S",367,"IFLT",800700,0.0,11,189.1
"EQVI",587966,"R",6,2011,1,18,2014,10,29,"B","SKA","ODF","C",9,12,2013,9,10,0,"BAGD","SALIENT",1056,14,23.07,28.13,5.06,1.22,59.91,95.5,64,"S",635,"IFLT",487050,29692.5,11,90.5
"JFFA",447443,"L",4,2011,10,31,2014,10,31,"H","GHQ","JUI","A",6,12,2013,19,0,45,"WHET","PRT",767,53,27.09,32.99,5.9,1.22,37.0,35.1,31,"C",113,"HOPP",286000,0.0,11,107.5
"GWWA",790172,"L",4,2011,10,12,2014,10,12,"Z","QBF","ODF","L",8,12,2013,10,54,0,"BAGD","SALIENT",788,9,17.29,20.81,3.52,1.2,52.31,42.1,27,"S",615,"IFLT",220000,0.0,64,52.1
"WLOA",754432,"R",1,2011,10,16,2014,10,16,"E","PKN","HWP","A",11,12,2013,20,6,0,"AURO","SALIENT",787,33,32.89,41.06,8.17,1.25,53.03,27.4,24,"H",351,"HOPP",286000,0.0,11,120.4
"EQVI",983629,"R",2,2011,4,18,2014,5,9,"E","NHE","ENP","A",6,12,2013,20,34,0,"AURO","SALIENT",963,6,36.32,43.31,6.99,1.19,53.42,24.2,24,"K",341,"HOPP",286000,0.0,11,121.0
"FLWA",933439,"R",4,2010,4,24,2014,9,20,"E","VSV","EWP","A",7,12,2013,2,7,0,"ROGN","SALIENT",1323,35,39.17,44.36,5.19,1.13,24.04,26.0,25,"K",341,"HOPP",286000,0.0,11,118.1
"PTUA",74065,"L",3,2011,10,27,2014,10,27,"E","FHF","VFP","A",7,12,2013,12,50,0,"AURO","SALIENT",772,54,31.75,43.65,11.9,1.37,47.44,22.1,21,"J",311,"GOND",286000,0.0,11,123.7
"EQVI",707045,"R",3,2011,7,8,2014,2,17,"X","IUV","SLO","K",8,12,2013,18,3,0,"DEAN","SALIENT",884,20,38.24,91.93,53.69,2.4,54.47,30.8,30,"C",114,"HOPP",286000,9472.74,65,111.6
"EQVI",711351,"L",4,2011,1,10,2014,10,20,"X","IUV","SLO","K",8,12,2013,18,3,0,"DEAN","SALIENT",1063,21,32.9,51.49,18.59,1.57,54.43,31.4,31,"C",114,"HOPP",286000,8603.61,75,110.2
"EQVI",712382,"R",3,2011,12,17,2014,12,17,"X","FSD","SLO","A",9,12,2013,18,32,0,"DEAN","SALIENT",723,112,35.27,41.54,6.27,1.18,55.31,31.6,31,"C",114,"HOPP",286000,0.0,11,112.2
"JFFA",6427,"R",4,2011,6,12,2014,6,12,"E","FAU","EWP","A",8,12,2013,19,8,0,"AURO","SALIENT",910,22,42.06,46.7,4.64,1.11,43.83,22.6,22,"J",311,"GOND",286000,3160.14,11,122.1
"GWWA",78091,"L",1,2011,5,21,2014,5,21,"Q","ODF","OSF","H",9,12,2013,4,49,0,"BAGD","SALIENT",933,12,21.16,22.47,1.31,1.06,62.14,74.6,25,"S",116,"IFLT",220000,0.0,64,51.1
"PENA",785750,"R",3,2011,12,5,2014,12,5,"E","SHN","QDP","A",9,12,2013,9,17,0,"AURO","SALIENT",735,96,36.91,45.88,8.97,1.24,48.31,25.9,24,"K",341,"HOPP",286000,0.0,11,120.7
"ZHSA",7477,"L",4,2011,7,28,2014,7,28,"E","VXG","VFP","A",9,12,2013,12,41,2,"JOPP","PRT",865,99,31.21,39.75,8.54,1.27,25.5,30.8,20,"J",311,"GOND",286000,0.0,11,124.1
"FLWA",833158,"L",4,2011,1,10,2014,1,10,"E","FHE","QDP","A",9,12,2013,17,55,0,"AURO","SALIENT",1064,57,29.94,70.63,40.69,2.36,44.7,22.6,22,"J",311,"GOND",286000,2619.25,61,124.0
"KFVA",634696,"L",2,2011,1,15,2014,1,15,"E","FVF","QDP","A",9,12,2013,19,18,0,"AURO","SALIENT",1059,50,36.85,42.66,5.81,1.16,42.69,22.0,20,"J",311,"GOND",286000,0.0,11,120.6
"FHIA",90719,"L",3,2011,12,28,2014,12,28,"E","SGW","ZWP","A",9,12,2013,22,54,0,"AURO","SALIENT",712,100,39.04,47.97,8.93,1.23,30.4,26.1,24,"K",341,"HOPP",286000,0.0,65,120.2
"FSRA",43784,"R",4,2011,5,19,2014,5,19,"E","FAF","DWP","A",10,12,2013,4,52,0,"AURO","SALIENT",936,124,37.41,47.45,10.04,1.27,46.15,21.9,20,"J",311,"GOND",286000,0.0,60,124.0
"GHWA",612,"L",3,2011,3,21,2014,3,21,"E","FAU","EWP","A",10,12,2013,22,31,0,"AURO","SALIENT",995,12,33.21,39.13,5.92,1.18,44.91,21.6,21,"J",311,"GOND",286000,0.0,11,124.1
"EQVI",586307,"R",4,2010,8,6,2013,12,16,"B","ZOC","ODF","A",11,12,2013,23,1,0,"BAGD","SALIENT",1223,16,25.86,30.7,4.84,1.19,37.49,69.8,69,"S",635,"IFLT",486000,0.0,64,93.4
"FROA",7054,"L",1,2008,11,8,2014,7,1,"E","VSF","FGP","A",13,12,2013,21,5,47,"JOPP","PRT",1861,103,28.07,46.26,18.19,1.65,28.51,22.2,21,"J",311,"GOND",286000,24880.79,75,97.8
"EQVI",587636,"L",3,2012,9,28,2014,12,11,"B","HWK","FKL","A",12,12,2013,19,27,4,"LEED","PRT",440,36,19.38,29.03,9.65,1.5,34.32,66.4,65,"S",635,"IFLT",487000,0.0,65,56.0
"EQEA",1461,"L",2,2011,7,22,2014,7,22,"E","NFO","DWP","A",18,12,2013,9,51,0,"AMAZ","PRT",880,21,38.09,46.68,8.59,1.23,25.33,16.9,20,"J",311,"GOND",286000,0.0,11,125.4
"FHIA",90729,"R",4,2011,5,1,2014,5,1,"E","PKN","HWP","A",23,12,2013,23,10,0,"AURO","SALIENT",967,77,36.26,43.06,6.8,1.19,52.76,26.9,24,"K",341,"HOPP",286000,0.0,11,121.5
"EQ",869628,"R",1,2013,6,12,2014,12,27,"E","UEH","VFP","A",21,12,2013,16,43,0,"VELO","PRT",192,90,33.51,38.03,4.52,1.13,33.42,22.1,21,"J",311,"GOND",286000,0.0,11,114.6
"EQ",869744,"R",1,2012,11,20,2014,7,25,"E","UEH","VFP","A",21,12,2013,0,37,0,"VELO","PRT",395,91,27.62,31.67,4.05,1.15,33.01,23.5,21,"J",311,"GOND",286000,0.0,11,96.1
"EQ",868711,"R",1,2012,11,21,2014,10,8,"E","UEH","VFP","A",21,12,2013,0,37,0,"VELO","PRT",394,53,27.63,30.41,2.78,1.1,31.44,22.7,21,"J",311,"GOND",286000,0.0,11,92.9
"WAXA",6034,"R",1,2011,5,27,2014,5,27,"E","NEE","FUP","G",16,12,2013,8,22,0,"AURO","SALIENT",934,124,38.57,47.36,8.79,1.23,49.78,25.2,24,"K",346,"HOPP",286000,0.0,60,120.0
"ZIFA",306,"L",3,2012,5,28,2014,2,24,"E","PDK","ENP","A",16,12,2013,8,40,0,"AURO","SALIENT",567,129,35.72,53.93,18.21,1.51,48.38,27.3,20,"J",311,"GOND",286000,3823.7,11,126.5
"DGOA",454844,"L",3,2011,8,12,2014,8,12,"E","VXG","VAP","A",17,12,2013,7,46,2,"JOPP","PRT",858,52,35.0,43.68,8.68,1.25,23.89,30.3,20,"J",311,"GOND",286000,0.0,60,133.4
"GHHA",9282,"L",2,2008,3,28,2014,3,6,"E","VXG","VAP","A",17,12,2013,7,46,2,"JOPP","PRT",2090,51,39.29,45.97,6.68,1.17,23.6,31.2,21,"J",311,"GOND",286000,0.0,11,130.9
"EQVI",992865,"R",4,2008,1,14,2014,1,3,"E","UEH","VAP","A",16,12,2013,9,23,0,"PEST","SALIENT",2163,94,32.06,35.88,3.82,1.12,31.75,21.3,21,"J",311,"GOND",286000,22419.75,11,110.5
"EQVI",711692,"L",2,2011,7,29,2014,7,29,"X","LQE","EGH","M",17,12,2013,13,55,0,"BMRK","SALIENT",872,46,38.67,43.21,4.54,1.12,34.39,32.6,31,"C",114,"HOPP",286000,0.0,25,81.7
"SSHA",4879,"R",1,2011,12,16,2014,12,16,"E","RSS","ZWP","B",16,12,2013,10,58,0,"AURO","SALIENT",731,128,30.25,36.02,5.77,1.19,50.06,21.9,21,"J",311,"GOND",286000,5824.91,11,123.1
"SQMA",83313,"R",1,2013,2,6,2014,12,1,"E","VOF","FNP","A",20,12,2013,15,24,0,"AURO","SALIENT",317,74,31.18,38.81,7.63,1.24,55.51,22.5,21,"J",311,"GOND",286000,0.0,65,123.6
"FDLA",74340,"L",2,2011,4,1,2014,4,1,"E","VOF","FNP","A",20,12,2013,15,24,0,"AURO","SALIENT",994,122,33.92,41.72,7.8,1.23,52.16,22.0,21,"J",311,"GOND",286000,0.0,11,124.0
"EQVI",992087,"R",2,2010,2,14,2014,6,19,"E","FRE","ZWP","A",17,12,2013,13,32,29,"JOPP","PRT",1402,65,28.46,42.69,14.23,1.5,23.67,22.9,21,"J",311,"GOND",286000,5620.59,60,91.6
"NFOA",27488,"L",2,2009,8,5,2014,6,19,"E","NFK","EWP","A",18,12,2013,19,36,0,"AURO","SALIENT",1596,95,36.05,39.97,3.92,1.11,49.49,22.1,21,"J",311,"GOND",286000,0.0,11,123.5
"EQVI",131858,"L",1,2011,1,21,2014,1,21,"U","VWQ","PLA","T",24,12,2013,4,11,0,"COCH","SALIENT",1068,109,18.49,28.84,10.35,1.56,44.43,80.3,31,"C",113,"HOPP",263000,0.0,11,52.5
"KHTA",9617,"R",4,2011,4,21,2014,4,21,"E","VXG","DWP","A",25,12,2013,21,36,0,"AURO","SALIENT",979,7,38.04,44.72,6.68,1.18,56.22,28.9,21,"J",311,"GOND",286000,0.0,11,123.4
"IXUA",294140,"L",3,2012,2,10,2014,12,23,"E","WKK","QDP","A",25,12,2013,19,7,0,"AURO","SALIENT",684,151,32.26,38.09,5.83,1.18,47.35,32.4,23,"J",301,"GOND",286000,0.0,11,120.6
"IXUA",296055,"L",4,2011,2,4,2014,2,4,"E","WKK","QDP","A",25,12,2013,19,7,0,"AURO","SALIENT",1055,75,35.95,48.41,12.46,1.35,52.95,31.3,21,"J",311,"GOND",286000,0.0,11,124.3
"VPZ",175988,"L",3,2011,10,12,2014,10,12,"X","NDO","ZER","H",22,12,2013,4,36,0,"BMRK","SALIENT",802,93,22.4,31.57,9.17,1.41,32.87,31.9,30,"C",114,"HOPP",286000,1699.5,11,99.5
"EQ",22247,"R",2,2012,2,28,2014,2,20,"U","PDG","DOO","T",16,12,2013,16,0,0,"COCH","SALIENT",657,118,35.63,46.9,11.27,1.32,54.48,31.6,29,"K",384,"HOPP",263000,0.0,11,110.2
"EQVI",131597,"R",2,2011,7,18,2014,7,18,"U","HSS","SWZ","T",21,12,2013,23,40,0,"VELO","PRT",887,4,20.69,44.63,23.94,2.16,36.83,80.0,34,"C",413,"HOPP",263000,737.41,65,53.7
"WJQA",64644,"R",3,2011,2,19,2014,2,19,"E","VOF","ENP","A",16,12,2013,18,0,0,"AURO","SALIENT",1031,68,34.35,79.08,44.73,2.3,51.33,22.0,20,"J",311,"GOND",286000,1186.82,65,123.5
"FROA",7497,"L",3,2013,1,4,2014,5,23,"E","VSF","EDP","A",24,12,2013,7,34,32,"JOPP","PRT",354,31,27.73,33.42,5.69,1.21,24.03,22.8,22,"J",311,"GOND",286000,0.0,11,91.4
"FDLA",77765,"L",4,2011,11,7,2014,11,7,"E","GRO","FGP","C",24,12,2013,11,52,0,"ROGN","SALIENT",778,89,34.45,37.59,3.14,1.09,35.44,21.5,21,"J",311,"GOND",286000,0.0,11,121.5
"JJSA",453834,"R",3,2011,1,16,2014,1,16,"E","VXG","GNP","A",21,12,2013,13,42,0,"AURO","SALIENT",1070,21,37.81,41.97,4.16,1.11,50.79,24.8,20,"J",311,"GOND",286000,0.0,60,124.1
"EQVI",903839,"L",1,2011,10,9,2014,10,9,"E","UEH","VFP","A",22,12,2013,5,15,0,"VELO","PRT",805,111,31.9,34.09,2.19,1.07,33.42,21.8,21,"J",311,"GOND",286000,0.0,11,121.5
"EQ",869748,"L",2,2012,7,5,2014,8,3,"E","UEH","VFP","A",22,12,2013,5,15,0,"VELO","PRT",535,83,40.06,45.19,5.13,1.13,39.77,25.8,21,"J",311,"GOND",286000,3120.48,11,123.3
"JUGA",5480,"R",3,2011,11,20,2014,11,20,"E","NFF","UZP","A",20,12,2013,10,15,0,"AURO","SALIENT",761,73,38.82,43.81,4.99,1.13,49.98,20.8,20,"J",311,"GOND",286000,0.0,11,124.5
"EQVI",561754,"L",1,2011,1,22,2014,1,22,"S","FKF","WDF","A",19,12,2013,19,0,0,"PEST","SALIENT",1062,34,19.5,22.29,2.79,1.14,29.9,125.4,88,"S",162,"IFLT",800600,0.0,11,189.5
"EQVI",983847,"L",3,2012,9,30,2014,2,1,"E","VFF","QDP","A",16,12,2013,22,8,0,"AURO","SALIENT",442,73,32.89,76.33,43.44,2.32,54.32,27.3,24,"K",341,"HOPP",286000,1134.64,65,122.2
