"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"EQVI",903765,"L",2,2008,3,17,2014,10,3,"E","UEH","VFP","E",2,5,2013,3,56,17,"VELO","PRT",1872,54,37.3,40.89,3.59,1.1,48.86,23.3,20,"J",311,"GOND",286000,0.0,75,127.3
"NFOA",739439,"R",1,2011,5,29,2014,5,29,"E","VDL","EWP","A",3,5,2013,2,18,0,"AURO","SALIENT",705,97,33.71,43.97,10.26,1.3,40.57,21.0,20,"J",311,"GOND",286000,0.0,11,124.9
"GHHA",223838,"L",2,2011,9,3,2013,10,18,"E","VXG","VFP","A",2,5,2013,23,54,0,"AURO","SALIENT",607,56,36.0,42.71,6.71,1.19,38.17,20.8,20,"J",311,"GOND",286000,0.0,11,124.1
"MKPA",22687,"R",4,2009,1,22,2014,12,25,"E","SDP","QDP","A",28,4,2013,17,2,0,"AURO","SALIENT",1557,88,42.04,48.39,6.35,1.15,35.45,24.0,23,"K",346,"HOPP",286000,1571.64,11,121.7
"VPZ",173094,"L",4,2011,7,1,2014,7,1,"X","FSD","ZDY","A",29,4,2013,13,28,0,"DEAN","SALIENT",668,72,31.49,33.05,1.56,1.05,54.01,33.0,32,"C",114,"HOPP",286000,0.0,11,81.6
"FHIA",74661,"L",3,2011,11,13,2014,10,20,"E","FQP","QDP","A",29,4,2013,14,12,0,"AURO","SALIENT",533,17,34.37,40.93,6.56,1.19,29.49,21.8,21,"J",311,"GOND",286000,564.65,11,123.2
"VSVA",4486,"R",3,2011,5,6,2014,5,6,"E","FQP","EWP","A",1,5,2013,17,2,0,"AURO","SALIENT",726,105,33.7,41.03,7.33,1.22,30.05,22.1,21,"J",311,"GOND",286000,0.0,65,122.4
"PENA",785771,"R",3,2010,12,30,2013,12,30,"E","SHN","QDP","A",3,5,2013,15,40,0,"AURO","SALIENT",855,79,35.47,40.97,5.5,1.16,36.16,25.0,24,"K",341,"HOPP",286000,0.0,11,121.1
"PLOA",4311,"R",4,2010,12,2,2013,12,2,"E","UEH","VFP","E",6,5,2013,21,43,12,"VELO","PRT",886,79,35.02,38.96,3.94,1.11,33.31,24.2,22,"J",311,"GOND",286000,0.0,11,125.1
"EQVI",588712,"R",1,2011,8,5,2014,8,5,"B","DOW","FKL","A",13,5,2013,0,33,53,"LEED","PRT",647,31,16.21,17.91,1.7,1.1,65.41,105.5,63,"S",635,"IFLT",486200,0.0,64,171.9
"GHHA",223755,"R",4,2010,11,19,2013,11,19,"E","VXG","QDP","A",12,5,2013,16,47,0,"BMRK","SALIENT",905,11,32.64,42.83,10.19,1.31,24.48,21.3,21,"J",311,"GOND",286000,2065.39,65,137.9
"WLOA",77841,"R",3,2010,7,16,2013,7,16,"E","VOS","FNP","D",10,5,2013,21,9,0,"KIRK","SALIENT",1029,119,37.04,43.07,6.03,1.16,49.43,22.0,20,"J",311,"GOND",286000,0.0,11,125.3
"WJQA",65708,"R",4,2009,1,18,2014,6,6,"E","VOS","UZP","D",9,5,2013,16,33,0,"KIRK","SALIENT",1572,58,35.19,40.24,5.05,1.14,56.23,21.2,20,"J",311,"GOND",286000,0.0,11,125.3
"EQVI",990407,"L",1,2011,9,6,2014,2,12,"E","EHQ","ZWP","A",8,5,2013,3,12,53,"JOPP","PRT",610,38,25.61,29.48,3.87,1.15,35.77,24.0,21,"J",311,"GOND",286000,0.0,11,100.4
"VSVA",9948,"R",4,2011,6,17,2014,6,17,"E","VXG","VFP","A",11,5,2013,19,29,59,"JOPP","PRT",694,85,35.22,43.26,8.04,1.23,40.01,25.5,21,"J",311,"GOND",286000,0.0,64,129.1
"EQEA",1468,"L",2,2010,11,5,2013,11,5,"E","NFO","HWP","A",8,5,2013,12,32,0,"AURO","SALIENT",915,40,36.27,44.1,7.83,1.22,28.32,21.0,20,"J",311,"GOND",286000,0.0,11,123.5
"DWZ",642420,"L",2,2010,11,23,2014,11,8,"X","EQW","SOA","A",8,5,2013,20,17,10,"CHRS","PRT",897,100,39.49,43.6,4.11,1.1,37.17,33.5,31,"C",114,"HOPP",286000,7062.32,11,106.1
"EQVI",991091,"L",4,2012,12,16,2014,12,11,"E","RNR","HEP","A",9,5,2013,18,2,0,"KIRK","SALIENT",144,81,35.42,42.85,7.43,1.21,31.7,21.2,21,"J",311,"GOND",286000,3763.02,65,124.6
"FHIA",74985,"R",3,2010,6,18,2013,6,18,"E","FQP","QDP","A",14,5,2013,13,33,0,"AURO","SALIENT",1061,85,35.03,54.27,19.24,1.55,32.34,20.9,21,"J",311,"GOND",286000,1075.58,11,123.4
"EQVI",544856,"L",3,2010,12,19,2013,12,19,"Q","SKA","FKL","A",23,5,2013,7,25,0,"DEAN","SALIENT",886,10,22.72,26.66,3.94,1.17,59.81,98.3,63,"S",635,"IFLT",483700,0.0,11,113.1
"EQ",868978,"L",4,2012,1,11,2013,9,6,"E","UEH","VAP","E",17,5,2013,22,58,33,"VELO","PRT",492,69,33.21,36.43,3.22,1.1,37.24,24.7,21,"J",311,"GOND",286000,0.0,11,129.6
"EQVI",588372,"L",4,2010,7,18,2013,7,18,"Z","QHH","VEG","A",21,5,2013,0,17,0,"BAGD","SALIENT",1037,12,19.32,23.17,3.85,1.2,68.01,104.4,63,"S",635,"IFLT",486800,0.0,11,58.4
"XFHA",27321,"R",3,2011,2,8,2014,2,20,"E","PDV","QDP","A",18,5,2013,1,33,0,"AURO","SALIENT",830,95,34.56,43.07,8.51,1.25,32.97,25.8,26,"K",346,"HOPP",286000,0.0,65,119.5
"MKPA",224432,"L",2,2011,2,7,2014,2,7,"E","SDP","HWP","A",24,5,2013,2,22,0,"AURO","SALIENT",837,47,35.85,44.96,9.11,1.25,49.2,23.3,23,"H",330,"HOPP",286000,0.0,11,122.2
"EQVI",904080,"R",1,2011,12,23,2013,7,3,"E","UEH","VFP","E",18,5,2013,12,7,0,"MESA","SALIENT",512,68,40.15,44.09,3.94,1.1,51.97,21.7,20,"J",311,"GOND",286000,0.0,60,126.9
"EQVI",992737,"R",3,2011,2,4,2014,9,27,"E","UEH","VAP","E",18,5,2013,12,47,0,"PEST","SALIENT",834,21,35.63,37.38,1.75,1.05,34.57,21.5,21,"J",311,"GOND",286000,0.0,60,107.8
"EQVI",992897,"R",2,2008,4,15,2013,8,19,"E","FHE","QDP","A",23,5,2013,23,40,0,"AURO","SALIENT",1864,27,38.01,46.43,8.42,1.22,42.59,20.7,21,"J",311,"GOND",286000,0.0,11,124.5
"EQVI",992519,"R",2,2010,10,18,2013,11,22,"E","UEH","VFP","E",23,5,2013,21,13,13,"VELO","PRT",948,57,35.61,39.98,4.37,1.12,37.03,22.4,20,"J",311,"GOND",286000,0.0,11,118.2
"RJVA",5421,"L",1,2011,1,10,2014,1,10,"E","FOR","ENP","A",19,5,2013,8,57,0,"AURO","SALIENT",860,52,36.7,41.35,4.65,1.13,26.78,21.2,21,"J",311,"GOND",286000,0.0,11,124.0
"ZIDA",20359,"R",2,2010,8,20,2013,8,20,"E","VNV","HWP","A",25,5,2013,16,54,0,"AURO","SALIENT",1009,15,38.55,71.1,32.55,1.84,38.82,26.5,25,"K",346,"HOPP",286000,156.42,60,120.5
"IXUA",265543,"R",3,2010,6,3,2013,6,3,"E","SKS","EWP","A",25,5,2013,18,56,0,"AURO","SALIENT",1087,83,36.93,92.56,55.63,2.51,38.12,25.1,24,"K",341,"HOPP",286000,452.75,65,120.4
"WJQA",63409,"L",4,2009,4,7,2014,5,1,"E","VOS","FNP","A",20,5,2013,22,53,15,"CHRS","PRT",1504,14,39.12,47.49,8.37,1.21,33.25,22.6,20,"J",311,"GOND",286000,24316.56,65,126.8
"FHIA",75285,"R",1,2009,2,7,2014,10,6,"E","LRJ","FNP","A",20,5,2013,20,47,0,"KIRK","SALIENT",1563,20,35.41,38.78,3.37,1.1,36.44,22.3,21,"J",311,"GOND",286000,0.0,11,125.0
"EQ",867515,"R",1,2012,5,28,2014,12,10,"E","UEH","VFP","E",20,5,2013,11,20,0,"MESA","SALIENT",357,68,32.21,35.02,2.81,1.09,49.92,22.7,21,"J",311,"GOND",286000,0.0,65,115.9
"QGBA",265036,"R",4,2011,7,27,2014,7,27,"C","QDP","SKS","A",20,5,2013,16,5,0,"AURO","SALIENT",663,62,37.39,44.32,6.93,1.19,40.77,24.9,24,"K",341,"HOPP",286000,0.0,60,122.1
"NSOA",7455,"L",2,2010,10,19,2013,10,19,"E","OUW","ZWP","A",22,5,2013,11,58,0,"AURO","SALIENT",946,96,35.84,55.03,19.19,1.54,34.12,23.9,24,"K",341,"HOPP",286000,466.61,61,122.2
"IVWA",8164,"R",4,2011,6,18,2014,6,18,"E","FAF","QDP","A",24,5,2013,23,18,0,"AURO","SALIENT",706,33,38.23,45.18,6.95,1.18,45.34,20.9,22,"J",312,"GOND",286000,0.0,11,124.4
"PDUA",9828,"L",3,2010,8,10,2013,8,10,"E","FEF","FNP","A",2,6,2013,22,7,0,"AURO","SALIENT",1027,49,35.2,82.17,46.97,2.33,39.19,20.8,20,"J",311,"GOND",286000,909.43,65,125.9
"KSMA",373,"R",1,2010,11,10,2013,11,10,"E","FVF","QDP","A",28,5,2013,22,54,0,"AURO","SALIENT",930,127,32.64,40.67,8.03,1.25,45.69,21.6,20,"J",311,"GOND",286000,0.0,11,124.8
"EQVI",710205,"L",3,2010,7,24,2013,7,24,"X","NDO","EBO","A",2,6,2013,1,8,11,"VELO","PRT",1043,104,27.73,32.76,5.03,1.18,32.18,27.8,31,"C",114,"HOPP",286000,0.0,11,96.3
"JUGA",5366,"R",4,2010,12,5,2013,12,5,"E","NFF","UZP","A",30,5,2013,20,40,0,"AURO","SALIENT",907,13,38.98,59.53,20.55,1.53,41.4,20.3,20,"J",311,"GOND",286000,995.85,11,125.1
"EQVI",586647,"L",2,2011,2,3,2014,8,6,"Z","GHQ","FKL","A",2,6,2013,6,54,46,"LEED","PRT",850,4,20.67,34.22,13.55,1.66,63.94,108.8,69,"S",635,"IFLT",486000,0.0,11,134.8
"PDUA",22065,"R",4,2010,9,24,2013,9,24,"E","FEF","FUP","A",30,5,2013,18,26,0,"AURO","SALIENT",979,101,38.74,58.11,19.37,1.5,42.59,20.7,21,"J",311,"GOND",286000,0.0,65,123.5
"GHHA",223192,"R",2,2010,11,28,2013,11,28,"E","FQP","QDP","A",5,6,2013,0,22,0,"AURO","SALIENT",920,96,35.79,43.21,7.42,1.21,40.2,21.7,21,"J",311,"GOND",286000,437.43,65,125.3
"EQVI",587811,"L",4,2011,2,9,2013,10,11,"Z","SWO","FKF","A",2,6,2013,1,20,0,"COCH","SALIENT",844,6,28.86,38.39,9.53,1.33,58.71,97.9,63,"S",635,"IFLT",486850,0.0,11,136.1
"QGBA",649420,"R",3,2011,3,17,2014,3,17,"U","GUG","NWA","T",31,5,2013,1,28,49,"CHRS","PRT",806,31,31.6,45.43,13.83,1.44,28.57,44.1,33,"E",534,"GOND",263000,0.0,7,99.3
"VSVA",9848,"L",1,2010,8,1,2013,8,1,"E","VXG","VFP","A",31,5,2013,7,55,30,"JOPP","PRT",1034,123,37.16,44.95,7.79,1.21,26.45,29.8,21,"J",311,"GOND",286000,2209.4,11,117.3
"EQVI",903449,"R",2,2011,7,23,2014,1,14,"E","UEH","VFP","E",5,6,2013,0,33,12,"VELO","PRT",682,59,36.82,41.09,4.27,1.12,39.3,22.7,20,"J",311,"GOND",286000,0.0,11,116.2
"EQVI",991218,"L",1,2011,12,8,2014,6,1,"E","UEH","VAP","E",4,6,2013,13,49,0,"MESA","SALIENT",544,114,31.81,38.08,6.27,1.2,47.16,21.8,20,"J",311,"GOND",286000,0.0,11,125.0
"EQ",868802,"R",4,2011,9,20,2014,9,10,"E","UEH","VFP","E",2,6,2013,15,57,0,"MESA","SALIENT",621,125,25.63,27.96,2.33,1.09,49.88,23.1,21,"J",311,"GOND",286000,0.0,11,94.3
"EQVI",986320,"R",1,2011,3,24,2014,3,24,"E","SKS","EWP","A",3,6,2013,6,19,0,"AURO","SALIENT",802,38,33.03,46.31,13.28,1.4,42.36,24.4,24,"K",341,"HOPP",286000,0.0,11,119.3
"NFOA",828454,"L",1,2008,8,17,2014,4,21,"E","VDL","EDP","A",11,6,2013,18,32,0,"AURO","SALIENT",1759,84,38.22,43.96,5.74,1.15,41.94,22.0,22,"J",311,"GOND",286000,0.0,65,124.9
"EQVI",903029,"R",1,2011,1,23,2013,11,18,"E","UEH","VAP","E",15,6,2013,21,46,0,"MESA","SALIENT",874,11,37.03,42.42,5.39,1.15,45.55,21.5,21,"J",311,"GOND",286000,0.0,11,125.4
"EQVI",991438,"R",1,2010,11,4,2013,8,20,"E","WKK","QDP","A",14,6,2013,0,3,0,"AURO","SALIENT",953,146,37.24,44.7,7.46,1.2,47.13,21.4,21,"J",311,"GOND",286000,3079.68,11,127.0
"WAXA",223906,"L",3,2010,8,17,2014,10,19,"E","NEE","ENP","A",13,6,2013,17,48,0,"AURO","SALIENT",1031,101,35.54,41.47,5.93,1.17,41.81,24.9,24,"K",346,"HOPP",286000,0.0,11,121.7
"JHDA",4386,"L",2,2011,4,3,2014,4,3,"E","NFO","HWP","A",11,6,2013,18,56,0,"AURO","SALIENT",800,54,36.12,46.79,10.67,1.3,40.38,23.3,22,"J",311,"GOND",286000,0.0,64,125.0
"WJQA",65785,"L",3,2010,5,25,2013,9,11,"E","VOF","FGP","A",13,6,2013,5,15,0,"AURO","SALIENT",1115,36,34.36,38.42,4.06,1.12,51.51,20.4,20,"J",311,"GOND",286000,0.0,11,126.4
"EQVI",933682,"R",1,2012,5,29,2013,1,31,"U","PDG","DOO","T",1,8,2012,6,39,0,"COCH","SALIENT",64,136,31.3,39.17,7.87,1.25,46.26,30.0,28,"K",384,"HOPP",263000,0.0,61,99.9
"PLOA",4311,"R",4,2010,12,2,2013,12,2,"E","FHE","QDP","A",27,7,2012,7,24,34,"PRAI","PRT",603,70,25.72,30.55,4.83,1.19,38.62,25.0,22,"J",311,"GOND",286000,0.0,11,102.4
"MKPA",22199,"R",1,2009,10,1,2012,10,1,"E","SDW","EWP","A",27,7,2012,11,3,21,"AMAZ","PRT",1030,36,28.24,34.05,5.81,1.21,44.59,25.3,23,"K",346,"HOPP",286000,0.0,65,100.8
"SSHA",4663,"R",2,2011,7,2,2014,7,2,"E","RSS","ZWP","A",28,7,2012,12,26,25,"AMAZ","PRT",392,38,35.51,37.52,2.01,1.06,44.09,25.7,21,"J",311,"GOND",286000,0.0,11,125.1
"EQVI",708509,"L",2,2010,9,28,2013,9,28,"X","OYZ","PFR","H",30,7,2012,14,42,45,"MALT","PRT",671,64,37.65,49.98,12.33,1.33,36.62,32.2,30,"C",114,"HOPP",286000,2409.09,60,100.8
"VPZ",175780,"L",1,2011,1,3,2014,1,3,"X","NDO","MDP","M",31,7,2012,12,50,0,"BMRK","SALIENT",575,17,39.35,47.03,7.68,1.2,23.65,32.0,30,"C",114,"HOPP",286000,2518.25,65,113.8
"EQVI",905390,"L",1,2011,2,16,2013,1,16,"E","VSV","DWP","A",28,7,2012,2,9,0,"ROGN","SALIENT",528,15,37.96,45.71,7.75,1.2,38.42,21.3,20,"J",311,"GOND",286000,0.0,60,126.0
"EQVI",561593,"R",5,2011,8,25,2014,2,20,"B","RLJ","ODF","A",25,6,2013,23,1,0,"WINT","SALIENT",670,14,24.54,26.69,2.15,1.09,29.37,94.9,93,"S",162,"IFLT",799500,0.0,63,145.0
"FLWA",833618,"L",4,2010,9,2,2013,9,2,"E","FHE","QDP","A",28,6,2013,6,29,0,"AURO","SALIENT",1030,118,29.62,39.18,9.56,1.32,24.76,20.9,20,"J",311,"GOND",286000,0.0,11,125.5
"PDAA",21472,"L",3,2010,7,10,2013,7,10,"E","FEF","FUP","A",28,6,2013,5,42,0,"AURO","SALIENT",1084,95,36.53,43.9,7.37,1.2,24.78,28.1,25,"K",341,"HOPP",286000,0.0,11,119.8
"NFOA",27543,"R",4,2010,12,1,2013,12,1,"E","NFK","HWP","A",23,6,2013,11,45,0,"AURO","SALIENT",935,15,37.63,51.78,14.15,1.38,25.73,21.7,21,"J",311,"GOND",286000,6898.15,61,123.6
"EQVI",986324,"L",3,2011,6,25,2014,6,25,"E","FNY","VAP","A",21,6,2013,20,49,0,"AURO","SALIENT",727,25,35.95,44.31,8.36,1.23,25.17,24.6,24,"K",341,"HOPP",286000,0.0,11,121.0
"EQVI",905761,"R",4,2012,2,8,2013,9,27,"E","WKK","QDP","A",24,6,2013,14,25,0,"AURO","SALIENT",502,75,39.84,62.4,22.56,1.57,23.91,20.7,20,"J",311,"GOND",286000,0.0,65,125.0
"EQVI",903976,"L",4,2009,9,20,2014,8,11,"E","KDI","HEP","B",27,6,2013,5,58,0,"ROGN","SALIENT",1376,16,29.28,35.16,5.88,1.2,35.71,22.2,21,"J",311,"GOND",286000,0.0,11,121.8
"EQVI",984360,"L",1,2010,8,4,2014,4,28,"E","VFF","QDP","A",22,6,2013,2,14,0,"AURO","SALIENT",1053,4,39.85,45.25,5.4,1.14,26.69,24.9,24,"K",341,"HOPP",286000,0.0,11,122.4
"QFXA",44800,"R",1,2011,7,27,2014,7,27,"E","GRO","UZP","G",22,6,2013,7,11,0,"ROGN","SALIENT",696,117,37.11,42.57,5.46,1.15,27.55,21.4,22,"J",311,"GOND",286000,4359.53,61,120.4
"ZHSA",5315,"L",1,2011,3,10,2014,3,10,"E","VXZ","QDP","A",26,6,2013,21,38,24,"JOPP","PRT",839,34,26.7,29.67,2.97,1.11,23.56,23.0,22,"J",311,"GOND",286000,0.0,11,98.3
"AFOA",93641,"L",4,2011,5,19,2014,5,19,"E","PLF","HWP","A",25,6,2013,2,55,0,"ROGN","SALIENT",768,105,35.05,39.36,4.31,1.12,40.75,25.0,24,"K",341,"HOPP",286000,0.0,11,120.0
"QFXA",45498,"L",4,2012,8,31,2014,6,23,"E","VOS","FNP","D",24,6,2013,6,40,0,"ROGN","SALIENT",297,82,36.35,39.47,3.12,1.09,24.64,22.2,22,"J",311,"GOND",286000,0.0,11,123.2
"EQVI",706740,"R",4,2009,2,3,2013,8,28,"X","IUV","JOH","A",26,6,2013,7,0,0,"ROGN","SALIENT",1604,96,29.66,36.67,7.01,1.24,34.22,31.1,30,"C",114,"HOPP",286000,10162.97,65,105.0
"EQVI",905523,"R",3,2010,12,30,2014,9,19,"E","VSV","EWP","A",2,7,2013,11,9,0,"ROGN","SALIENT",915,58,44.61,45.48,0.87,1.02,38.29,21.1,20,"J",311,"GOND",286000,9835.12,11,131.4
"NFOA",28664,"L",4,2010,1,15,2013,8,6,"E","NFK","HWP","A",4,7,2013,23,33,0,"AURO","SALIENT",1266,85,32.59,37.93,5.34,1.16,24.64,21.3,22,"J",311,"GOND",286000,6640.39,11,122.8
"EQVI",563345,"R",1,2013,2,4,2013,9,22,"U","URR","HYH","A",9,7,2013,9,58,33,"KYRO","PRT",155,27,23.58,27.41,3.83,1.16,64.57,119.9,78,"S",332,"IFLT",660000,1436.64,25,222.5
"WJQA",65640,"R",4,2011,8,19,2014,8,19,"E","GRO","FNP","B",8,7,2013,4,49,0,"ROGN","SALIENT",689,53,34.13,40.64,6.51,1.19,39.13,20.8,20,"J",311,"GOND",286000,0.0,11,127.3
"ZHSA",5929,"R",4,2010,7,15,2013,7,15,"E","VXZ","QDP","A",3,7,2013,3,7,13,"JOPP","PRT",1084,55,30.23,35.83,5.6,1.19,37.95,31.4,21,"J",311,"GOND",286000,2356.33,11,114.6
"KHTA",9321,"R",2,2011,6,21,2014,6,21,"E","VXG","QDP","A",4,7,2013,9,52,1,"JOPP","PRT",744,21,36.41,39.82,3.41,1.09,36.69,25.6,21,"J",311,"GOND",286000,0.0,11,125.5
"SSHA",4037,"L",3,2011,7,29,2014,7,29,"E","RSS","EWP","B",6,7,2013,8,20,0,"AURO","SALIENT",708,107,34.93,42.14,7.21,1.21,24.12,21.1,21,"J",311,"GOND",286000,713.9,11,124.5
"AFOA",23469,"R",4,2011,8,12,2014,8,12,"E","PLF","DWP","A",4,7,2013,2,21,0,"ROGN","SALIENT",692,8,39.43,42.86,3.43,1.09,27.93,25.7,25,"K",341,"HOPP",286000,0.0,11,116.2
"EQVI",904550,"R",1,2011,2,17,2014,7,31,"E","VSV","EWP","A",9,7,2013,7,14,0,"ROGN","SALIENT",873,114,34.56,40.17,5.61,1.16,51.22,21.4,20,"J",311,"GOND",286000,0.0,11,124.6
"EQVI",992339,"R",3,2012,2,15,2013,10,22,"E","WKK","QDP","A",10,7,2013,21,34,0,"AURO","SALIENT",511,118,38.93,79.28,40.35,2.04,25.03,20.6,20,"J",311,"GOND",286000,1980.92,65,126.6
"XFHA",21663,"L",1,2011,7,28,2014,7,28,"E","UWU","FUP","A",9,7,2013,19,51,0,"AURO","SALIENT",712,61,40.19,43.07,2.88,1.07,25.87,24.9,24,"K",346,"HOPP",286000,0.0,11,119.9
"EQVI",715163,"L",1,2012,6,27,2014,6,24,"X","VZD","QVO","A",14,7,2013,13,32,11,"PRAI","PRT",382,20,26.0,29.87,3.87,1.15,49.22,33.8,31,"C",114,"HOPP",286000,0.0,11,106.4
"GHHA",223142,"R",4,2011,12,24,2014,12,24,"E","VXG","VFP","A",15,7,2013,10,42,31,"JOPP","PRT",569,65,23.79,25.86,2.07,1.09,23.02,20.6,21,"J",311,"GOND",286000,0.0,64,94.7
"EQEA",1372,"R",1,2012,2,11,2014,12,21,"E","NFO","ZWP","A",16,7,2013,23,16,0,"AURO","SALIENT",521,72,31.91,39.53,7.62,1.24,38.65,21.1,20,"J",311,"GOND",286000,1908.53,11,125.2
"GHHA",213472,"L",3,2011,4,10,2014,4,10,"E","VXG","VFP","A",16,7,2013,13,11,0,"BMRK","SALIENT",828,64,37.58,41.37,3.79,1.1,23.16,21.3,21,"J",311,"GOND",286000,0.0,64,95.8
"ZHSA",5602,"L",1,2010,12,17,2013,12,17,"E","VSV","EWP","A",14,7,2013,16,48,0,"ROGN","SALIENT",940,33,26.71,30.8,4.09,1.15,31.31,22.4,21,"J",311,"GOND",286000,0.0,11,95.5
"FLWA",833553,"L",1,2010,1,28,2014,10,30,"E","SKK","EWP","A",19,7,2013,7,13,0,"AURO","SALIENT",1268,9,39.55,45.42,5.87,1.15,22.86,21.2,20,"J",311,"GOND",286000,0.0,60,125.3
"UDZA",560,"L",1,2011,5,26,2014,5,26,"E","SUU","DWP","A",14,7,2013,22,22,36,"WHET","PRT",780,35,37.45,44.83,7.38,1.2,38.39,31.8,29,"J",301,"GOND",263000,0.0,11,106.1
"JUGA",5764,"R",1,2010,7,24,2013,7,24,"E","NFF","UZP","A",15,7,2013,1,33,0,"AURO","SALIENT",1087,59,32.68,46.18,13.5,1.41,38.94,20.9,20,"J",311,"GOND",286000,0.0,11,126.2
"WJQA",65465,"L",1,2009,9,9,2014,6,6,"E","VOS","UZP","D",15,7,2013,4,53,0,"ROGN","SALIENT",1405,41,36.86,40.36,3.5,1.09,34.75,20.3,20,"J",311,"GOND",286000,0.0,60,118.7
"JJSA",445,"L",1,2011,4,24,2014,4,24,"E","EHQ","ZWP","A",15,7,2013,7,28,0,"ROGN","SALIENT",813,28,39.5,43.85,4.35,1.11,36.1,21.5,20,"J",311,"GOND",286000,0.0,75,123.1
"EQVI",991509,"L",1,2011,3,8,2014,8,27,"E","PHN","ZWP","A",17,7,2013,5,42,0,"AURO","SALIENT",862,125,37.83,42.77,4.94,1.13,38.08,21.1,21,"J",311,"GOND",286000,0.0,11,123.2
"EQ",868240,"R",4,2012,5,27,2013,10,24,"E","VSW","QDP","A",16,7,2013,9,50,0,"ROGN","SALIENT",415,82,38.63,45.65,7.02,1.18,31.16,23.3,21,"J",311,"GOND",286000,0.0,61,123.4
"EQVI",992105,"R",4,2011,1,10,2013,11,6,"E","VSW","QDP","A",16,7,2013,9,50,0,"ROGN","SALIENT",918,76,39.24,43.15,3.91,1.1,30.81,21.1,21,"J",311,"GOND",286000,1902.4,11,124.3
"FLWA",833394,"L",4,2009,10,23,2014,10,9,"E","NFF","UZP","A",20,7,2013,1,15,0,"AURO","SALIENT",1366,89,31.96,36.63,4.67,1.15,31.48,20.8,20,"J",311,"GOND",286000,0.0,11,125.9
"EQVI",503398,"R",7,2011,8,26,2014,7,29,"B","SWU","VFR","A",20,7,2013,5,18,0,"BAGD","SALIENT",694,30,32.2,35.6,3.4,1.11,42.73,89.6,88,"S",162,"IFLT",802000,0.0,64,255.0
"VSVA",4474,"L",1,2010,11,9,2013,11,9,"E","VXG","EWP","A",20,7,2013,5,25,26,"JOPP","PRT",984,18,29.89,32.69,2.8,1.09,23.42,22.4,21,"J",311,"GOND",286000,0.0,65,99.7
"WJQA",64709,"L",3,2009,12,29,2014,4,4,"E","VOS","FNP","D",30,7,2013,0,16,0,"ROGN","SALIENT",1308,42,37.29,42.75,5.46,1.15,48.63,20.4,20,"J",311,"GOND",286000,0.0,65,123.9
"EQEA",454724,"L",2,2010,8,19,2013,8,19,"E","VXG","ZWP","A",31,7,2013,4,12,45,"JOPP","PRT",1077,31,38.19,47.9,9.71,1.25,22.17,23.3,20,"J",311,"GOND",286000,0.0,11,126.4
"EQ",866916,"R",1,2012,3,9,2014,1,29,"E","FRE","VFP","A",30,7,2013,0,11,9,"JOPP","PRT",507,8,27.32,30.43,3.11,1.11,23.4,20.0,21,"J",311,"GOND",286000,0.0,11,97.0
"QVWA",1775,"R",4,2011,6,17,2014,8,16,"E","FJZ","DWP","A",25,7,2013,22,41,0,"AURO","SALIENT",769,3,37.33,44.93,7.6,1.2,37.63,21.0,20,"J",311,"GOND",286000,0.0,60,125.7
"EQVI",562343,"L",8,2009,11,11,2014,4,4,"B","RLJ","VHD","A",26,7,2013,18,3,51,"KYRO","PRT",1353,18,37.88,41.85,3.97,1.1,49.97,108.1,89,"S",162,"IFLT",801000,0.0,11,257.7
"PDUA",22937,"R",1,2010,9,28,2013,9,28,"E","FEF","FNP","A",31,7,2013,7,44,0,"AURO","SALIENT",1037,73,34.64,39.85,5.21,1.15,36.89,21.2,21,"J",311,"GOND",286000,0.0,11,124.6
"IXUA",298877,"L",4,2011,3,18,2014,3,18,"E","FRE","VFP","A",27,7,2013,23,17,41,"JOPP","PRT",862,53,31.91,56.08,24.17,1.76,26.1,23.0,21,"J",311,"GOND",286000,475.51,65,99.9
"FLWA",833593,"R",4,2011,12,13,2014,11,21,"E","FHE","QDP","A",2,8,2013,3,14,0,"AURO","SALIENT",598,49,37.65,42.96,5.31,1.14,39.48,21.5,20,"J",311,"GOND",286000,0.0,75,124.8
"VSVA",9186,"L",3,2010,8,15,2013,8,15,"E","VXF","VFP","A",27,7,2013,5,38,3,"JOPP","PRT",1077,25,25.94,28.07,2.13,1.08,24.98,21.6,21,"J",311,"GOND",286000,0.0,11,103.0
"DRN",99877,"L",2,2010,11,25,2013,11,25,"X","FSL","UXI","A",30,7,2013,3,37,0,"DEAN","SALIENT",978,23,37.92,65.03,27.11,1.71,55.0,32.1,30,"C",114,"HOPP",286000,5255.63,61,113.9
"WONA",45616,"R",4,2011,12,29,2014,12,29,"C","QDP","POW","A",28,7,2013,18,39,0,"ROGN","SALIENT",577,107,32.33,34.56,2.23,1.07,36.63,20.9,21,"J",311,"GOND",286000,0.0,11,121.4
